Name,Full Address,Street,City,Postcode,State,Country,Amenity,Healthcare,Phone,Website,Opening Hours,Latitude,Longitude
Arihant Hospital and Research Sansthan,"Arihant Marg,Shastri Nagar",Unknown,Bhilwara,311001,Rajasthan,Unknown,hospital,hospital,Unknown,arihanthospitalbhilwara.com,Unknown,25.3327901,74.6357194
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3446142,74.6413549
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3447422,74.6414292
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.344787,74.6415779
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3449309,74.6416486
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.345078,74.641723
Ravi Clinic,Unknown,Unknown,Bhilwara,311001,Unknown,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3451868,74.6417831
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3453275,74.641861
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3454107,74.6419919
Sahkari Medicine Store,Unknown,Unknown,Bhilwara,311001,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3460728,74.6407638
Sai Medical,Unknown,New Housing Board Road,Bhilwara,311001,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3294039,74.6432346
Dr. Alok Gupta,Unknown,"PNT Colony Road, Shastri Nagar",Bhilwara,311001,Unknown,Unknown,doctors,doctor,Unknown,Unknown,Unknown,25.3315449,74.6375289
Patni Medical,Unknown,"PNT Colony Road, Shastri Nagar",Bhilwara,311001,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3319589,74.6374562
Friends Medical,Unknown,"PNT Colony Road, Shastri Nagar",Bhilwara,311001,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3320177,74.6374871
Homeopathy Pharmacy,Unknown,Nagori Garden Road,Bhilwara,311001,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,25.3435232,74.6410327
Radhe Krishna Hospital,"41, R.C. Vyas Colony, Opp: Rajeev Gandhi Auditorium",Unknown,Unknown,311804,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3583861,74.6466832
Bhardwaj Orthopaedic Hospital,"Vsp Nagar,Near Community Hall Chouraha",Unknown,Unknown,311011,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3573467,74.6501724
Kalyani Eye Hospital,"69-A, Near Love Garden , R. K. Colony",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3582411,74.6406694
Bhansali Hospital & Research Centre,"Rajiv Gandhi Auditorium Rd,Sewa Sadan Road,Vyas Colony",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.358338,74.6476699
"Keshav Hospital, Bhilwara",R.C.Vyas Colony,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3643098,74.6469085
Smt. Kesar Bai Soni Memorial Hospital,"Panchawati Road, Shastri Nagar",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,https://www.sonihospital.com/,Unknown,25.3258127,74.6453036
City Hospital,"9-A-40,R.C.Vyas Colony, Opp: Rajiv Gandhi Auditorium",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3583574,74.646794
ESI Hospital,"Bapu Nagar,Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.3310384,74.6099567
Gupta Hospital and Fertility Centre,Raj Iron Building Azad Nagar Main Road,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3467167,74.6248215
"Shree Siddhi Vinayak Hospital and Heart Care Centre, Bhilwara","Kota Road, Tilak Nagar",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,https://www.shreesiddhivinayakhospital.com/,Unknown,25.3436212,74.6584028
Rathi Hospital,"Seva Sadan Road,Shastri Nagar",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3494619,74.6407606
Ram Snehi Hospital,"Swami Ramcharan Margh,Ramdwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,drrajendradhariwal.com,Unknown,25.3494243,74.6438894
Sharma Hospital and Research Centre,"Near T.B Hospital,Manikya Nagar",Unknown,Unknown,311011,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3465761,74.6432081
"Krishna Hospital, Bhilwara","Devariaya Balaji Road, Near Bus Stand",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,krishnahospitals.in,Unknown,25.3563105,74.6454075
Kiran Hospital,Bhilwara,Unknown,Unknown,311011,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3576424,74.6436077
Advance Dental Hospital,"First Floor, Shriram Tower, Near Sita Ram Ji Ki Bawdi",Unknown,Unknown,311001,Rajasthan,Unknown,dentist,dentist,Unknown,Unknown,Unknown,25.348302,74.6394825
Akshay ENT Hospital & Proctology Centre,"Old Rto Road, Near Gupta Hospital, Gandhi Nagar",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3566826,74.6540697
Bahety Hospital,Ashok Nagar,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3517658,74.6370336
Devasthli Eye Centre,592 Vijay Singh Patik Nagar,Unknown,Unknown,311011,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.356565,74.6529083
Mishra Orthopaedic Hospital,"Dr. G.K. Mishra, 22 Mahesh Colony,Seva Sadan Road",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3496303,74.6403636
Bansal Hospital,"A-532, Pathik Nagar, Sanganer Road",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.356559,74.6551077
Dev E.N.T. Hospital and Laser Centre,"8-F-9 R.C. Vyas Colony, Near Rajiv Gandhi Auditorium",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3579581,74.6464609
"Mahesh Hospital, Bhilwara",Seva Sadan Road,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3464537,74.6392652
City Dispensary Kashipuri Bhilwara,"Opposite To Comunity Hall, Kashipuri, Shahtri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,Unknown,centre,Unknown,Unknown,Unknown,25.3345418,74.6339403
PHC Bhilwara,"Chandrashekar Azad Nagar, Bhilwara, Rajasthan",Unknown,Unknown,311001,Rajasthan,Unknown,Unknown,centre,Unknown,Unknown,Unknown,25.324904,74.6293382
Government Hospital,"Bhilwara, Bapu Nagar, Pnt Colony Road",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.3346891,74.6074453
Nandani Clinic,"Santosh Colony, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3606389,74.6260888
Krishna Hospital,"Shastri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3315664,74.6377072
Keshav Hospital,Unknown,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3631425,74.6453405
Ambesh Jain Hospital,Bhilwara,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.3310348,74.6185034
Dargar Hospital,"Shastri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3285563,74.6404407
Arihant Hospital,"Shastri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3464911,74.6332727
Parivar Seva Clinic,"Rajiv Chowk, R K Colony",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3597665,74.6387929
Sanjivani Hospital,"Subhash Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3643861,74.6279029
Bangad Hospital,Bhilwara,Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3675999,74.6389026
Baser Dental Care & Homeopathy Clinic,Unknown,Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3682043,74.6369686
ASPN Eye Hospital,"Azad Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.336661,74.615934
Ajmera Hospital,"Malan, Subhash Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3646379,74.6275919
Prem Homeopathy Clinic,Shastri Nagar,Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3349751,74.6397559
Shree Panchmukhi Physiotherapy Clinic,"Padma Dham, Sindhu Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3409671,74.6388013
Dr. Alok Mittal Clinic,"Shastri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3316048,74.6376689
Goyal Hospital,"Pratap Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.33737,74.615754
Prakash Clinic,"Bhopal Ganj, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.34592,74.6426847
Rathi Clinic,Bhilwara,Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.346516,74.639271
Family Heath Care Clinic,Bhilwara,Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.326899,74.630541
Thawani Clinic,"Bhopal Ganj, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3465878,74.6340541
ECHS Polyclinic,"Bapu Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,Unknown,Unknown,Unknown,Unknown,25.3300257,74.6004491
Aradhya Clinic,"Gayatri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3672088,74.6223476
Dr Luv's Trichology & Cosmetology Centre,"Shastri Nagar, Bhilwara",Unknown,Unknown,311001,Rajasthan,Unknown,hospital,hospital,Unknown,Unknown,Unknown,25.3336583,74.6421904
Maloo Clinic,Bhopal Ganj,Unknown,Unknown,311001,Rajasthan,Unknown,clinic,clinic,Unknown,Unknown,Unknown,25.3461033,74.6392863
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,25.3854218,74.6823549
